2239550;0
2239580;0
578080;0
622590;10927016607820837352
813000;11954482443129540499
2239576;0
2239577;0
243470;0
293054;0
293055;0
293057;0
293059;0
293061;12130676317065299263
298783;0
298784;0
298785;0
2239574;0
2239575;0
2367330;0
1677740;0
660880;0
1260320;0
700330;0
996560;0
2709570;0
1099490;0
1133880;0
236390;0
291550;0
1782210;0
730;0
2279720;1473763366698117373
2279721;13110678024753570950
1172470;0
1938090;0
1962663;0
2573900;0
2790690;0
2584340;0
2507950;0
7;0
8;0
90;0
205;0
211;0
215;0
218;0
219;0
310;0
410;0
440;0
480;0
564;0
570;0
575;0
635;0
640;0
740;0
760;0
761;0
764;0
765;0
766;6919353661818993790
767;0
1007;0
1213;0
1273;0
1840;0
2145;0
2403;0
4270;0
4940;0
8680;0
8710;0
8730;0
8770;0
13180;0
17505;0
17515;0
17525;0
17535;0
17555;0
17575;0
17585;0
18010;0
18030;0
22150;0
34120;0
41005;0
41015;0
41040;0
41080;0
42300;0
42320;0
42750;0
43210;0
55280;0
63220;0
70010;0
72310;0
72780;0
91720;0
96810;0
111710;0
202351;0
202352;0
202355;5037586792075167441
203300;0
203600;0
208050;0
212542;0
215350;0
215360;0
216280;0
216840;0
218800;0
220070;0
221410;0
222840;0
223160;0
223240;0
223250;0
223350;0
223910;0
224620;0
228980;0
229950;0
230030;0
231390;0
233780;0
236600;18330254637004420183
236650;0
237410;0
238670;0
238690;0
241100;0
243730;0
243750;0
244310;0
248210;0
250820;0
255470;0
258680;10913678399234179160
261020;0
261140;0
261310;0
265360;0
266910;0
294420;0
302530;0
302550;0
312070;0
313250;7007036278857765184
315420;0
316000;0
319070;0
320420;0
321770;0
322050;0
323010;0
332850;0
366490;0
373300;7620803809741004454
374980;0
381690;0
382030;0
401530;0
405270;0
407350;1693999943513895165
413080;0
413090;0
413100;0
424690;0
443030;0
443510;0
476580;12051381034871427382
551410;0
568880;0
588460;13011958357949943286
613220;0
733580;15681124420626892064
736120;13451861639984088318
744350;14621744905871172861
807210;0
858280;4785694788442050563
875860;0
891390;9064311468019988201
944490;0
961940;13328258309579580432
1016370;9768496250732050250
1042420;0
1054830;12716055932043091988
1070560;0
1070910;0
1113280;8370395137294991146
1161040;17211965246372616211
1182480;13491856713157295116
1235260;0
1245040;6460630581760677362
1391110;0
1420170;0
1493710;0
1580130;0
1628350;0
1635560;0
1716750;0
1826330;16915616985582561239
1874900;0
1877380;0
1887720;18188430978625533163
1899670;0
1977700;1238290397272263613
2053530;13702632390413997008
2180100;18040690077583379468
2230260;10417341823448077255
2348590;715797643586531010
2371090;10259605772185273406
2738040;0
2805730;1294955623286305895
3086180;2128634173563397220
3340990;7602991839278561094
3658110;12768269787590835066
4183110;7039181418894517142
